"index","bottlecode","wvl","abs"
7237,"DI",224,0.0037
7238,"DI",225,0.0036
7239,"DI",226,0.0035
7240,"DI",227,0.0032
7241,"DI",228,0.0034
7242,"DI",229,0.0037
7243,"DI",230,0.0029
7244,"DI",231,0.0036
7245,"DI",232,0.0031
7246,"DI",233,0.0032
7247,"DI",234,0.0032
7248,"DI",235,0.0033
7249,"DI",236,0.0034
7250,"DI",237,0.0035
7251,"DI",238,0.003
7252,"DI",239,0.0032
7253,"DI",240,0.0031
7254,"DI",241,0.0036
7255,"DI",242,0.0028
7256,"DI",243,0.0031
7257,"DI",244,0.0027
7258,"DI",245,0.0028
7259,"DI",246,0.0032
7260,"DI",247,0.0031
7261,"DI",248,0.0028
7262,"DI",249,0.0031
7263,"DI",250,0.0028
7264,"DI",251,0.0033
7265,"DI",252,0.003
7266,"DI",253,0.0035
7267,"DI",254,0.0028
7268,"DI",255,0.0033
7269,"DI",256,0.0032
7270,"DI",257,0.003
7271,"DI",258,0.003
7272,"DI",259,0.0028
7273,"DI",260,0.0028
7274,"DI",261,0.0031
7275,"DI",262,0.0029
7276,"DI",263,0.003
7277,"DI",264,0.0031
7278,"DI",265,0.0025
7279,"DI",266,0.0029
7280,"DI",267,0.0031
7281,"DI",268,0.0031
7282,"DI",269,0.0028
7283,"DI",270,0.0023
7284,"DI",271,0.0036
7285,"DI",272,0.0028
7286,"DI",273,0.0033
7287,"DI",274,0.0034
7288,"DI",275,0.003
7289,"DI",276,0.0032
7290,"DI",277,0.0026
7291,"DI",278,0.0029
7292,"DI",279,0.0031
7293,"DI",280,0.0027
7294,"DI",281,0.0029
7295,"DI",282,0.0029
7296,"DI",283,0.0032
7297,"DI",284,0.0028
7298,"DI",285,0.0031
7299,"DI",286,0.0029
7300,"DI",287,0.0028
7301,"DI",288,0.0024
7302,"DI",289,0.0032
7303,"DI",290,0.0022
7304,"DI",291,0.0024
7305,"DI",292,0.003
7306,"DI",293,0.0026
7307,"DI",294,0.0029
7308,"DI",295,0.0026
7309,"DI",296,0.0027
7310,"DI",297,0.0026
7311,"DI",298,0.0027
7312,"DI",299,0.0029
7313,"DI",300,0.0023
7314,"DI",301,0.0027
7315,"DI",302,0.0025
7316,"DI",303,0.0027
7317,"DI",304,0.0019
7318,"DI",305,0.0028
7319,"DI",306,0.0018
7320,"DI",307,0.0032
7321,"DI",308,0.0022
7322,"DI",309,0.0024
7323,"DI",310,0.0025
7324,"DI",311,0.0022
7325,"DI",312,0.0021
7326,"DI",313,0.0023
7327,"DI",314,0.0022
7328,"DI",315,0.0028
7329,"DI",316,0.0022
7330,"DI",317,0.0026
7331,"DI",318,0.0027
7332,"DI",319,0.0027
7333,"DI",320,0.0021
7334,"DI",321,0.0031
7335,"DI",322,0.0025
7336,"DI",323,0.0026
7337,"DI",324,0.0026
7338,"DI",325,0.0024
7339,"DI",326,0.0025
7340,"DI",327,0.002
7341,"DI",328,0.0025
7342,"DI",329,0.0022
7343,"DI",330,0.0022
7344,"DI",331,0.002
7345,"DI",332,0.002
7346,"DI",333,0.0021
7347,"DI",334,0.0019
7348,"DI",335,0.0024
7349,"DI",336,0.0018
7350,"DI",337,0.0023
7351,"DI",338,0.0023
7352,"DI",339,0.0021
7353,"DI",340,0.0022
7354,"DI",341,0.0021
7355,"DI",342,0.002
7356,"DI",343,0.0019
7357,"DI",344,0.0023
7358,"DI",345,0.002
7359,"DI",346,0.0018
7360,"DI",347,0.0018
7361,"DI",348,0.0016
7362,"DI",349,0.002
7363,"DI",350,0.0015
7364,"DI",351,0.002
7365,"DI",352,0.0016
7366,"DI",353,0.0021
7367,"DI",354,0.0017
7368,"DI",355,0.0018
7369,"DI",356,0.002
7370,"DI",357,0.0027
7371,"DI",358,0.0022
7372,"DI",359,0.003
7373,"DI",360,0.0019
7374,"DI",361,9e-04
7375,"DI",362,6e-04
7376,"DI",363,9e-04
7377,"DI",364,0.0025
7378,"DI",365,0.0014
7379,"DI",366,0.0027
7380,"DI",367,0.0018
7381,"DI",368,0.0032
7382,"DI",369,0.0012
7383,"DI",370,0.0015
7384,"DI",371,6e-04
7385,"DI",372,0.0024
7386,"DI",373,0.0021
7387,"DI",374,0.0027
7388,"DI",375,0.0023
7389,"DI",376,0.0017
7390,"DI",377,0.0012
7391,"DI",378,7e-04
7392,"DI",379,0.0014
7393,"DI",380,0.0017
7394,"DI",381,0.0018
7395,"DI",382,0.0025
7396,"DI",383,0.0018
7397,"DI",384,0.0018
7398,"DI",385,0.0012
7399,"DI",386,0.0014
7400,"DI",387,0.0017
7401,"DI",388,0.0017
7402,"DI",389,0.0015
7403,"DI",390,9e-04
7404,"DI",391,0.0014
7405,"DI",392,7e-04
7406,"DI",393,0.0015
7407,"DI",394,0.0012
7408,"DI",395,0.0018
7409,"DI",396,0.0015
7410,"DI",397,0.0015
7411,"DI",398,0.0013
7412,"DI",399,0.0015
7413,"DI",400,0.0015
7414,"DI",401,0.0016
7415,"DI",402,0.001
7416,"DI",403,0.0014
7417,"DI",404,0.0012
7418,"DI",405,8e-04
7419,"DI",406,6e-04
7420,"DI",407,0.0014
7421,"DI",408,0.0014
7422,"DI",409,0.0011
7423,"DI",410,0.0016
7424,"DI",411,9e-04
7425,"DI",412,0.0015
7426,"DI",413,0.0014
7427,"DI",414,0.0017
7428,"DI",415,0.0014
7429,"DI",416,0.0018
7430,"DI",417,0.0017
7431,"DI",418,0.0017
7432,"DI",419,0.0015
7433,"DI",420,0.0017
7434,"DI",421,0.0015
7435,"DI",422,0.0014
7436,"DI",423,0.0016
7437,"DI",424,0.0014
7438,"DI",425,0.0014
7439,"DI",426,0.0014
7440,"DI",427,0.0015
7441,"DI",428,0.0015
7442,"DI",429,0.0015
7443,"DI",430,0.0015
7444,"DI",431,0.0014
7445,"DI",432,0.0014
7446,"DI",433,0.0015
7447,"DI",434,0.0015
7448,"DI",435,0.0015
7449,"DI",436,0.0015
7450,"DI",437,0.0015
7451,"DI",438,0.0014
7452,"DI",439,0.0014
7453,"DI",440,0.0014
7454,"DI",441,0.0014
7455,"DI",442,0.0013
7456,"DI",443,0.0013
7457,"DI",444,0.0013
7458,"DI",445,0.0012
7459,"DI",446,0.0011
7460,"DI",447,0.0012
7461,"DI",448,0.0011
7462,"DI",449,0.0012
7463,"DI",450,0.0011
7464,"DI",451,0.0011
7465,"DI",452,0.0011
7466,"DI",453,0.001
7467,"DI",454,0.001
7468,"DI",455,9e-04
7469,"DI",456,0.001
7470,"DI",457,9e-04
7471,"DI",458,9e-04
7472,"DI",459,9e-04
7473,"DI",460,0.001
7474,"DI",461,0.001
7475,"DI",462,0.0011
7476,"DI",463,0.0011
7477,"DI",464,0.0011
7478,"DI",465,0.0012
7479,"DI",466,0.0012
7480,"DI",467,0.0012
7481,"DI",468,0.0012
7482,"DI",469,0.0013
7483,"DI",470,0.0012
7484,"DI",471,0.0012
7485,"DI",472,0.0011
7486,"DI",473,0.0012
7487,"DI",474,0.0011
7488,"DI",475,0.0011
7489,"DI",476,0.0011
7490,"DI",477,0.001
7491,"DI",478,0.001
7492,"DI",479,9e-04
7493,"DI",480,9e-04
7494,"DI",481,9e-04
7495,"DI",482,9e-04
7496,"DI",483,0.001
7497,"DI",484,9e-04
7498,"DI",485,9e-04
7499,"DI",486,9e-04
7500,"DI",487,9e-04
7501,"DI",488,9e-04
7502,"DI",489,9e-04
7503,"DI",490,8e-04
7504,"DI",491,8e-04
7505,"DI",492,8e-04
7506,"DI",493,8e-04
7507,"DI",494,8e-04
7508,"DI",495,8e-04
7509,"DI",496,7e-04
7510,"DI",497,7e-04
7511,"DI",498,7e-04
7512,"DI",499,7e-04
7513,"DI",500,7e-04
7514,"DI",501,7e-04
7515,"DI",502,7e-04
7516,"DI",503,7e-04
7517,"DI",504,7e-04
7518,"DI",505,7e-04
7519,"DI",506,6e-04
7520,"DI",507,6e-04
7521,"DI",508,6e-04
7522,"DI",509,6e-04
7523,"DI",510,5e-04
7524,"DI",511,5e-04
7525,"DI",512,5e-04
7526,"DI",513,5e-04
7527,"DI",514,5e-04
7528,"DI",515,5e-04
7529,"DI",516,4e-04
7530,"DI",517,4e-04
7531,"DI",518,5e-04
7532,"DI",519,4e-04
7533,"DI",520,4e-04
7534,"DI",521,4e-04
7535,"DI",522,4e-04
7536,"DI",523,4e-04
7537,"DI",524,4e-04
7538,"DI",525,4e-04
7539,"DI",526,3e-04
7540,"DI",527,3e-04
7541,"DI",528,4e-04
7542,"DI",529,3e-04
7543,"DI",530,4e-04
7544,"DI",531,4e-04
7545,"DI",532,4e-04
7546,"DI",533,4e-04
7547,"DI",534,4e-04
7548,"DI",535,4e-04
7549,"DI",536,4e-04
7550,"DI",537,4e-04
7551,"DI",538,4e-04
7552,"DI",539,3e-04
7553,"DI",540,3e-04
7554,"DI",541,3e-04
7555,"DI",542,3e-04
7556,"DI",543,3e-04
7557,"DI",544,3e-04
7558,"DI",545,3e-04
7559,"DI",546,2e-04
7560,"DI",547,2e-04
7561,"DI",548,2e-04
7562,"DI",549,2e-04
7563,"DI",550,2e-04
7564,"DI",551,1e-04
7565,"DI",552,1e-04
7566,"DI",553,2e-04
7567,"DI",554,1e-04
7568,"DI",555,2e-04
7569,"DI",556,2e-04
7570,"DI",557,6e-04
7571,"DI",558,6e-04
7572,"DI",559,6e-04
7573,"DI",560,5e-04
7574,"DI",561,5e-04
7575,"DI",562,5e-04
7576,"DI",563,5e-04
7577,"DI",564,5e-04
7578,"DI",565,5e-04
7579,"DI",566,4e-04
7580,"DI",567,4e-04
7581,"DI",568,4e-04
7582,"DI",569,3e-04
7583,"DI",570,3e-04
7584,"DI",571,3e-04
7585,"DI",572,3e-04
7586,"DI",573,3e-04
7587,"DI",574,3e-04
7588,"DI",575,3e-04
7589,"DI",576,3e-04
7590,"DI",577,3e-04
7591,"DI",578,3e-04
7592,"DI",579,3e-04
7593,"DI",580,2e-04
7594,"DI",581,2e-04
7595,"DI",582,2e-04
7596,"DI",583,2e-04
7597,"DI",584,2e-04
7598,"DI",585,2e-04
7599,"DI",586,2e-04
7600,"DI",587,2e-04
7601,"DI",588,2e-04
7602,"DI",589,2e-04
7603,"DI",590,2e-04
7604,"DI",591,2e-04
7605,"DI",592,2e-04
7606,"DI",593,2e-04
7607,"DI",594,1e-04
7608,"DI",595,1e-04
7609,"DI",596,1e-04
7610,"DI",597,1e-04
7611,"DI",598,2e-04
7612,"DI",599,1e-04
7613,"DI",600,1e-04
7614,"DI",601,1e-04
7615,"DI",602,2e-04
7616,"DI",603,2e-04
7617,"DI",604,2e-04
7618,"DI",605,2e-04
7619,"DI",606,2e-04
7620,"DI",607,2e-04
7621,"DI",608,2e-04
7622,"DI",609,2e-04
7623,"DI",610,2e-04
7624,"DI",611,2e-04
7625,"DI",612,2e-04
7626,"DI",613,2e-04
7627,"DI",614,2e-04
7628,"DI",615,2e-04
7629,"DI",616,1e-04
7630,"DI",617,1e-04
7631,"DI",618,2e-04
7632,"DI",619,2e-04
7633,"DI",620,2e-04
7634,"DI",621,2e-04
7635,"DI",622,3e-04
7636,"DI",623,3e-04
7637,"DI",624,3e-04
7638,"DI",625,3e-04
7639,"DI",626,3e-04
7640,"DI",627,3e-04
7641,"DI",628,3e-04
7642,"DI",629,3e-04
7643,"DI",630,3e-04
7644,"DI",631,3e-04
7645,"DI",632,3e-04
7646,"DI",633,3e-04
7647,"DI",634,4e-04
7648,"DI",635,4e-04
7649,"DI",636,4e-04
7650,"DI",637,4e-04
7651,"DI",638,4e-04
7652,"DI",639,4e-04
7653,"DI",640,4e-04
7654,"DI",641,4e-04
7655,"DI",642,4e-04
7656,"DI",643,4e-04
7657,"DI",644,4e-04
7658,"DI",645,4e-04
7659,"DI",646,5e-04
7660,"DI",647,4e-04
7661,"DI",648,4e-04
7662,"DI",649,4e-04
7663,"DI",650,4e-04
7664,"DI",651,4e-04
7665,"DI",652,4e-04
7666,"DI",653,4e-04
7667,"DI",654,4e-04
7668,"DI",655,4e-04
7669,"DI",656,4e-04
7670,"DI",657,4e-04
7671,"DI",658,4e-04
7672,"DI",659,5e-04
7673,"DI",660,5e-04
7674,"DI",661,5e-04
7675,"DI",662,5e-04
7676,"DI",663,5e-04
7677,"DI",664,5e-04
7678,"DI",665,5e-04
7679,"DI",666,5e-04
7680,"DI",667,5e-04
7681,"DI",668,5e-04
7682,"DI",669,5e-04
7683,"DI",670,6e-04
7684,"DI",671,5e-04
7685,"DI",672,6e-04
7686,"DI",673,6e-04
7687,"DI",674,6e-04
7688,"DI",675,6e-04
7689,"DI",676,6e-04
7690,"DI",677,6e-04
7691,"DI",678,6e-04
7692,"DI",679,6e-04
7693,"DI",680,6e-04
7694,"DI",681,6e-04
7695,"DI",682,5e-04
7696,"DI",683,6e-04
7697,"DI",684,6e-04
7698,"DI",685,6e-04
7699,"DI",686,5e-04
7700,"DI",687,5e-04
7701,"DI",688,5e-04
7702,"DI",689,5e-04
7703,"DI",690,4e-04
7704,"DI",691,4e-04
7705,"DI",692,4e-04
7706,"DI",693,4e-04
7707,"DI",694,4e-04
7708,"DI",695,4e-04
7709,"DI",696,4e-04
7710,"DI",697,4e-04
7711,"DI",698,4e-04
7712,"DI",699,3e-04
7713,"DI",700,4e-04
7714,"DI",701,4e-04
7715,"DI",702,3e-04
7716,"DI",703,4e-04
7717,"DI",704,3e-04
7718,"DI",705,3e-04
7719,"DI",706,3e-04
7720,"DI",707,3e-04
7721,"DI",708,3e-04
7722,"DI",709,3e-04
7723,"DI",710,4e-04
7724,"DI",711,4e-04
7725,"DI",712,4e-04
7726,"DI",713,3e-04
7727,"DI",714,4e-04
7728,"DI",715,4e-04
7729,"DI",716,3e-04
7730,"DI",717,4e-04
7731,"DI",718,4e-04
7732,"DI",719,3e-04
7733,"DI",720,3e-04
7734,"DI",721,4e-04
7735,"DI",722,4e-04
7736,"DI",723,4e-04
7737,"DI",724,3e-04
7738,"DI",725,4e-04
7739,"DI",726,4e-04
7740,"DI",727,3e-04
7741,"DI",728,3e-04
7742,"DI",729,3e-04
7743,"DI",730,3e-04
7744,"DI",731,3e-04
7745,"DI",732,3e-04
7746,"DI",733,3e-04
7747,"DI",734,3e-04
7748,"DI",735,2e-04
7749,"DI",736,4e-04
7750,"DI",737,4e-04
7751,"DI",738,4e-04
7752,"DI",739,4e-04
7753,"DI",740,4e-04
7754,"DI",741,3e-04
7755,"DI",742,3e-04
7756,"DI",743,3e-04
7757,"DI",744,3e-04
7758,"DI",745,3e-04
7759,"DI",746,3e-04
7760,"DI",747,3e-04
7761,"DI",748,4e-04
7762,"DI",749,3e-04
7763,"DI",750,3e-04
7764,"DI",751,3e-04
7765,"DI",752,3e-04
7766,"DI",753,3e-04
7767,"DI",754,3e-04
7768,"DI",755,3e-04
7769,"DI",756,2e-04
7770,"DI",757,2e-04
7771,"DI",758,3e-04
7772,"DI",759,3e-04
7773,"DI",760,3e-04
7774,"DI",761,3e-04
7775,"DI",762,3e-04
7776,"DI",763,3e-04
7777,"DI",764,3e-04
7778,"DI",765,3e-04
7779,"DI",766,3e-04
7780,"DI",767,3e-04
7781,"DI",768,3e-04
7782,"DI",769,3e-04
7783,"DI",770,3e-04
7784,"DI",771,3e-04
7785,"DI",772,3e-04
7786,"DI",773,3e-04
7787,"DI",774,2e-04
7788,"DI",775,3e-04
7789,"DI",776,2e-04
7790,"DI",777,2e-04
7791,"DI",778,2e-04
7792,"DI",779,2e-04
7793,"DI",780,2e-04
7794,"DI",781,2e-04
7795,"DI",782,2e-04
7796,"DI",783,2e-04
7797,"DI",784,2e-04
7798,"DI",785,2e-04
7799,"DI",786,2e-04
7800,"DI",787,3e-04
7801,"DI",788,2e-04
7802,"DI",789,2e-04
7803,"DI",790,2e-04
7804,"DI",791,2e-04
7805,"DI",792,2e-04
7806,"DI",793,2e-04
7807,"DI",794,2e-04
7808,"DI",795,3e-04
7809,"DI",796,3e-04
7810,"DI",797,2e-04
7811,"DI",798,2e-04
7812,"DI",799,2e-04
7813,"DI",800,1e-04
7814,"0593-16",200,2.4258
7815,"0593-16",201,2.1328
7816,"0593-16",202,2.0642
7817,"0593-16",203,1.8419
7818,"0593-16",204,1.6061
7819,"0593-16",205,1.4423
7820,"0593-16",206,1.2948
7821,"0593-16",207,1.164
7822,"0593-16",208,1.0637
7823,"0593-16",209,0.9672
7824,"0593-16",210,0.8875
7825,"0593-16",211,0.8184
7826,"0593-16",212,0.7636
7827,"0593-16",213,0.7131
7828,"0593-16",214,0.6711
7829,"0593-16",215,0.6373
7830,"0593-16",216,0.6096
7831,"0593-16",217,0.5849
7832,"0593-16",218,0.5649
7833,"0593-16",219,0.5464
7834,"0593-16",220,0.5317
7835,"0593-16",221,0.517
7836,"0593-16",222,0.5057
7837,"0593-16",223,0.4942
7838,"0593-16",224,0.4851
7839,"0593-16",225,0.4749
7840,"0593-16",226,0.4667
7841,"0593-16",227,0.4584
7842,"0593-16",228,0.4508
7843,"0593-16",229,0.4439
7844,"0593-16",230,0.436
7845,"0593-16",231,0.4288
7846,"0593-16",232,0.4225
7847,"0593-16",233,0.4161
7848,"0593-16",234,0.41
7849,"0593-16",235,0.4038
7850,"0593-16",236,0.3977
7851,"0593-16",237,0.3919
7852,"0593-16",238,0.3864
7853,"0593-16",239,0.381
7854,"0593-16",240,0.376
7855,"0593-16",241,0.3709
7856,"0593-16",242,0.3664
7857,"0593-16",243,0.3622
7858,"0593-16",244,0.358
7859,"0593-16",245,0.3532
7860,"0593-16",246,0.3495
7861,"0593-16",247,0.3456
7862,"0593-16",248,0.3423
7863,"0593-16",249,0.3393
7864,"0593-16",250,0.3361
7865,"0593-16",251,0.3327
7866,"0593-16",252,0.3299
7867,"0593-16",253,0.3275
7868,"0593-16",254,0.3243
7869,"0593-16",255,0.3213
7870,"0593-16",256,0.3189
7871,"0593-16",257,0.3161
7872,"0593-16",258,0.3134
7873,"0593-16",259,0.311
7874,"0593-16",260,0.3088
7875,"0593-16",261,0.3053
7876,"0593-16",262,0.3026
7877,"0593-16",263,0.2998
7878,"0593-16",264,0.2971
7879,"0593-16",265,0.2944
7880,"0593-16",266,0.2917
7881,"0593-16",267,0.2878
7882,"0593-16",268,0.2853
7883,"0593-16",269,0.2825
7884,"0593-16",270,0.2785
7885,"0593-16",271,0.2753
7886,"0593-16",272,0.2734
7887,"0593-16",273,0.2704
7888,"0593-16",274,0.2666
7889,"0593-16",275,0.2638
7890,"0593-16",276,0.2612
7891,"0593-16",277,0.2584
7892,"0593-16",278,0.255
7893,"0593-16",279,0.2516
7894,"0593-16",280,0.249
7895,"0593-16",281,0.2463
7896,"0593-16",282,0.2424
7897,"0593-16",283,0.2389
7898,"0593-16",284,0.2358
7899,"0593-16",285,0.2332
7900,"0593-16",286,0.2294
7901,"0593-16",287,0.2263
7902,"0593-16",288,0.2232
7903,"0593-16",289,0.2207
7904,"0593-16",290,0.2167
7905,"0593-16",291,0.2139
7906,"0593-16",292,0.2111
7907,"0593-16",293,0.2084
7908,"0593-16",294,0.2042
7909,"0593-16",295,0.2013
7910,"0593-16",296,0.1987
7911,"0593-16",297,0.1957
7912,"0593-16",298,0.1932
7913,"0593-16",299,0.1903
7914,"0593-16",300,0.1881
7915,"0593-16",301,0.1858
7916,"0593-16",302,0.1821
7917,"0593-16",303,0.1797
7918,"0593-16",304,0.1777
7919,"0593-16",305,0.1753
7920,"0593-16",306,0.1726
7921,"0593-16",307,0.1702
7922,"0593-16",308,0.1688
7923,"0593-16",309,0.1663
7924,"0593-16",310,0.1636
7925,"0593-16",311,0.1615
7926,"0593-16",312,0.159
7927,"0593-16",313,0.1573
7928,"0593-16",314,0.1551
7929,"0593-16",315,0.1532
7930,"0593-16",316,0.1516
7931,"0593-16",317,0.1493
7932,"0593-16",318,0.1468
7933,"0593-16",319,0.1457
7934,"0593-16",320,0.1443
7935,"0593-16",321,0.1427
7936,"0593-16",322,0.139
7937,"0593-16",323,0.1369
7938,"0593-16",324,0.1358
7939,"0593-16",325,0.1334
7940,"0593-16",326,0.1313
7941,"0593-16",327,0.1303
7942,"0593-16",328,0.1283
7943,"0593-16",329,0.1268
7944,"0593-16",330,0.1248
7945,"0593-16",331,0.1225
7946,"0593-16",332,0.1214
7947,"0593-16",333,0.1195
7948,"0593-16",334,0.1182
7949,"0593-16",335,0.1161
7950,"0593-16",336,0.1148
7951,"0593-16",337,0.1134
7952,"0593-16",338,0.1119
7953,"0593-16",339,0.1098
7954,"0593-16",340,0.1089
7955,"0593-16",341,0.1074
7956,"0593-16",342,0.1056
7957,"0593-16",343,0.1042
7958,"0593-16",344,0.1029
7959,"0593-16",345,0.1015
7960,"0593-16",346,0.1001
7961,"0593-16",347,0.098
7962,"0593-16",348,0.0975
7963,"0593-16",349,0.0959
7964,"0593-16",350,0.0947
7965,"0593-16",351,0.093
7966,"0593-16",352,0.092
7967,"0593-16",353,0.0907
7968,"0593-16",354,0.0895
7969,"0593-16",355,0.0883
7970,"0593-16",356,0.0879
7971,"0593-16",357,0.0874
7972,"0593-16",358,0.0856
7973,"0593-16",359,0.0833
7974,"0593-16",360,0.0834
7975,"0593-16",361,0.0826
7976,"0593-16",362,0.0808
7977,"0593-16",363,0.0795
7978,"0593-16",364,0.079
7979,"0593-16",365,0.0781
7980,"0593-16",366,0.0762
7981,"0593-16",367,0.0757
7982,"0593-16",368,0.0744
7983,"0593-16",369,0.0739
7984,"0593-16",370,0.0722
7985,"0593-16",371,0.0722
7986,"0593-16",372,0.0716
7987,"0593-16",373,0.0693
7988,"0593-16",374,0.0689
7989,"0593-16",375,0.0685
7990,"0593-16",376,0.0673
7991,"0593-16",377,0.066
7992,"0593-16",378,0.0659
7993,"0593-16",379,0.0643
7994,"0593-16",380,0.064
7995,"0593-16",381,0.0632
7996,"0593-16",382,0.063
7997,"0593-16",383,0.0612
7998,"0593-16",384,0.0609
7999,"0593-16",385,0.0597
8000,"0593-16",386,0.059
8001,"0593-16",387,0.0585
8002,"0593-16",388,0.0581
8003,"0593-16",389,0.0569
8004,"0593-16",390,0.0566
8005,"0593-16",391,0.0562
8006,"0593-16",392,0.0548
8007,"0593-16",393,0.0539
8008,"0593-16",394,0.054
8009,"0593-16",395,0.0536
8010,"0593-16",396,0.0522
8011,"0593-16",397,0.0519
8012,"0593-16",398,0.0514
8013,"0593-16",399,0.0506
8014,"0593-16",400,0.0491
8015,"0593-16",401,0.0494
8016,"0593-16",402,0.0491
8017,"0593-16",403,0.0482
8018,"0593-16",404,0.0474
8019,"0593-16",405,0.0474
8020,"0593-16",406,0.0466
8021,"0593-16",407,0.0455
8022,"0593-16",408,0.0453
8023,"0593-16",409,0.0449
8024,"0593-16",410,0.0445
8025,"0593-16",411,0.0436
8026,"0593-16",412,0.0435
8027,"0593-16",413,0.0429
8028,"0593-16",414,0.0422
8029,"0593-16",415,0.0418
8030,"0593-16",416,0.041
8031,"0593-16",417,0.0405
8032,"0593-16",418,0.0401
8033,"0593-16",419,0.0397
8034,"0593-16",420,0.0393
8035,"0593-16",421,0.0387
8036,"0593-16",422,0.0383
8037,"0593-16",423,0.038
8038,"0593-16",424,0.0374
8039,"0593-16",425,0.037
8040,"0593-16",426,0.0366
8041,"0593-16",427,0.0363
8042,"0593-16",428,0.0358
8043,"0593-16",429,0.0355
8044,"0593-16",430,0.0351
8045,"0593-16",431,0.035
8046,"0593-16",432,0.0345
8047,"0593-16",433,0.0342
8048,"0593-16",434,0.0339
8049,"0593-16",435,0.0337
8050,"0593-16",436,0.0333
8051,"0593-16",437,0.033
8052,"0593-16",438,0.0327
8053,"0593-16",439,0.0323
8054,"0593-16",440,0.0321
8055,"0593-16",441,0.0318
8056,"0593-16",442,0.0315
8057,"0593-16",443,0.031
8058,"0593-16",444,0.0308
8059,"0593-16",445,0.0304
8060,"0593-16",446,0.0301
8061,"0593-16",447,0.0298
8062,"0593-16",448,0.0295
8063,"0593-16",449,0.0291
8064,"0593-16",450,0.0288
8065,"0593-16",451,0.0286
8066,"0593-16",452,0.0282
8067,"0593-16",453,0.028
8068,"0593-16",454,0.0277
8069,"0593-16",455,0.0275
8070,"0593-16",456,0.0273
8071,"0593-16",457,0.0269
8072,"0593-16",458,0.0267
8073,"0593-16",459,0.0265
8074,"0593-16",460,0.0262
8075,"0593-16",461,0.026
8076,"0593-16",462,0.0258
8077,"0593-16",463,0.0256
8078,"0593-16",464,0.0254
8079,"0593-16",465,0.0252
8080,"0593-16",466,0.025
8081,"0593-16",467,0.0248
8082,"0593-16",468,0.0247
8083,"0593-16",469,0.0245
8084,"0593-16",470,0.0243
8085,"0593-16",471,0.0241
8086,"0593-16",472,0.0239
8087,"0593-16",473,0.0238
8088,"0593-16",474,0.0236
8089,"0593-16",475,0.0234
8090,"0593-16",476,0.0233
8091,"0593-16",477,0.0231
8092,"0593-16",478,0.0229
8093,"0593-16",479,0.0227
8094,"0593-16",480,0.0226
8095,"0593-16",481,0.0225
8096,"0593-16",482,0.0222
8097,"0593-16",483,0.0221
8098,"0593-16",484,0.022
8099,"0593-16",485,0.0218
8100,"0593-16",486,0.0217
8101,"0593-16",487,0.0215
8102,"0593-16",488,0.0214
8103,"0593-16",489,0.0212
8104,"0593-16",490,0.0211
8105,"0593-16",491,0.021
8106,"0593-16",492,0.0209
8107,"0593-16",493,0.0207
8108,"0593-16",494,0.0206
8109,"0593-16",495,0.0205
8110,"0593-16",496,0.0203
8111,"0593-16",497,0.0201
8112,"0593-16",498,0.02
8113,"0593-16",499,0.0199
8114,"0593-16",500,0.0197
8115,"0593-16",501,0.0197
8116,"0593-16",502,0.0197
8117,"0593-16",503,0.0196
8118,"0593-16",504,0.0196
8119,"0593-16",505,0.0196
8120,"0593-16",506,0.0196
8121,"0593-16",507,0.0195
8122,"0593-16",508,0.0194
8123,"0593-16",509,0.0194
8124,"0593-16",510,0.0193
8125,"0593-16",511,0.0192
8126,"0593-16",512,0.0191
8127,"0593-16",513,0.019
8128,"0593-16",514,0.019
8129,"0593-16",515,0.0189
8130,"0593-16",516,0.0189
8131,"0593-16",517,0.0188
8132,"0593-16",518,0.0187
8133,"0593-16",519,0.0186
8134,"0593-16",520,0.0186
8135,"0593-16",521,0.0185
8136,"0593-16",522,0.0184
8137,"0593-16",523,0.0183
8138,"0593-16",524,0.0183
8139,"0593-16",525,0.0182
8140,"0593-16",526,0.0181
8141,"0593-16",527,0.0179
8142,"0593-16",528,0.0179
8143,"0593-16",529,0.0178
8144,"0593-16",530,0.0177
8145,"0593-16",531,0.0175
8146,"0593-16",532,0.0174
8147,"0593-16",533,0.0174
8148,"0593-16",534,0.0172
8149,"0593-16",535,0.0172
8150,"0593-16",536,0.0171
8151,"0593-16",537,0.017
8152,"0593-16",538,0.017
8153,"0593-16",539,0.0169
8154,"0593-16",540,0.0169
8155,"0593-16",541,0.0168
8156,"0593-16",542,0.0168
8157,"0593-16",543,0.0167
8158,"0593-16",544,0.0166
8159,"0593-16",545,0.0166
8160,"0593-16",546,0.0165
8161,"0593-16",547,0.0164
8162,"0593-16",548,0.0164
8163,"0593-16",549,0.0163
8164,"0593-16",550,0.0162
8165,"0593-16",551,0.0162
8166,"0593-16",552,0.0161
8167,"0593-16",553,0.016
8168,"0593-16",554,0.016
8169,"0593-16",555,0.0159
8170,"0593-16",556,0.0159
8171,"0593-16",557,0.0164
8172,"0593-16",558,0.0163
8173,"0593-16",559,0.0161
8174,"0593-16",560,0.016
8175,"0593-16",561,0.0159
8176,"0593-16",562,0.0158
8177,"0593-16",563,0.0157
8178,"0593-16",564,0.0156
8179,"0593-16",565,0.0155
8180,"0593-16",566,0.0153
8181,"0593-16",567,0.0152
8182,"0593-16",568,0.015
8183,"0593-16",569,0.0149
8184,"0593-16",570,0.0148
8185,"0593-16",571,0.0147
8186,"0593-16",572,0.0147
