Baseline 100%T,,DIcheck,,DIcheck2,,2595-16,,2594-16,,2622-16,,2621-16,,2601-16,,2596-16,,2596-16rep,,2618-16,,2616-16,,2620-16,,2606-16,,2597-16,,2613-16,,2613-16rep,,2611-16,,2609-16,,2617-16,,2619-16,,2603-16,,2612-16,,2612-16rep,,2608-16,,2610-16,,2607-16,,2615-16,,DIcheck,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1099.990479,0.1681673825,1099.990479,-0.04299869761,1099.990479,-0.06596246362,1099.990479,-0.02322878502,1099.990479,-0.01336079836,1099.990479,-0.02067638561,1099.990479,-0.03382228315,1099.990479,0.01321880613,1099.990479,0.02500069141,1099.990479,-0.02832471579,1099.990479,0.05899155512,1099.990479,0.004029824864,1099.990479,-0.04629469663,1099.990479,0.009037742391,1099.990479,0.02121729404,1099.990479,0.03107034229,1099.990479,-0.03219681978,1099.990479,0.2509070337,1099.990479,0.01196187548,1099.990479,-0.002398636192,1099.990479,0.5443646908,1099.990479,0.1539604068,1099.990479,-0.03979055583,1099.990479,0.05853387713,1099.990479,0.02266985364,1099.990479,0.3383154869,1099.990479,0.007241558284,1099.990479,0.1000266671,1099.990479,-0.01636744477,
1098.98877,0.1032025665,1098.98877,0.005973176565,1098.98877,-0.004890078213,1098.98877,0.05279403552,1098.98877,0.06348454207,1098.98877,0.07701179385,1098.98877,0.08068099618,1098.98877,0.02692045271,1098.98877,0.02945788018,1098.98877,0.04359414428,1098.98877,0.1193172559,1098.98877,0.06679560244,1098.98877,0.06751038879,1098.98877,0.1025011316,1098.98877,0.1110849008,1098.98877,0.06336773932,1098.98877,0.0875800699,1098.98877,0.3231357932,1098.98877,0.03731252998,1098.98877,0.06602764875,1098.98877,0.4254558384,1098.98877,0.1513663977,1098.98877,0.04214696214,1098.98877,0.05880220979,1098.98877,0.02848836966,1098.98877,0.3907593489,1098.98877,0.1027076095,1098.98877,0.05464822426,1098.98877,0.05663165078,
1097.986328,0.1277984232,1097.986328,-0.009370982647,1097.986328,0.04440697655,1097.986328,0.02738750167,1097.986328,0.06472121179,1097.986328,0.0881138742,1097.986328,0.01610816084,1097.986328,0.01664838381,1097.986328,0.02620716766,1097.986328,0.02293511108,1097.986328,0.07992567122,1097.986328,0.02644047886,1097.986328,0.04001214355,1097.986328,0.05205299333,1097.986328,0.06070678681,1097.986328,0.03948854282,1097.986328,0.03138702363,1097.986328,0.2566716373,1097.986328,0.01921504177,1097.986328,0.02374746837,1097.986328,0.4888486564,1097.986328,0.1197222769,1097.986328,0.04330349714,1097.986328,0.0462744087,1097.986328,0.04562279955,1097.986328,0.3043839037,1097.986328,0.07945790142,1097.986328,0.07559834421,1097.986328,0.02615646645,
1097.012695,0.1451767832,1097.012695,-0.02626227587,1097.012695,-0.006369928829,1097.012695,0.006039081141,1097.012695,0.08936032653,1097.012695,0.06099177152,1097.012695,0.03224056587,1097.012695,-0.01995411888,1097.012695,0.01557998452,1097.012695,0.01299294084,1097.012695,0.02493000962,1097.012695,0.02766351961,1097.012695,0.003127125325,1097.012695,0.006436218042,1097.012695,0.04792215303,1097.012695,0.008059469983,1097.012695,0.02118144184,1097.012695,0.342466265,1097.012695,0.01253311709,1097.012695,0.05596724525,1097.012695,0.449529022,1097.012695,0.2433483601,1097.012695,0.02767518908,1097.012695,0.003949255683,1097.012695,-0.01222939696,1097.012695,0.2873057723,1097.012695,0.05366435274,1097.012695,0.1084787026,1097.012695,-0.01301852707,
1096.008545,0.1506191343,1096.008545,0.01049498748,1096.008545,0.01083421987,1096.008545,0.04978711158,1096.008545,0.002617123537,1096.008545,0.05741694942,1096.008545,-0.004250523634,1096.008545,-0.00810159836,1096.008545,-0.01131552085,1096.008545,0.003091354622,1096.008545,0.02616518177,1096.008545,0.03488539904,1096.008545,-0.01877746731,1096.008545,0.01214487664,1096.008545,0.06008915231,1096.008545,0.01916003786,1096.008545,-0.002151274821,1096.008545,0.3087102175,1096.008545,-0.01008828729,1096.008545,-0.006099652499,1096.008545,0.4013416469,1096.008545,0.1473115087,1096.008545,0.06318815053,1096.008545,-0.0141980378,1096.008545,-0.005998000503,1096.008545,0.2777206302,1096.008545,0.03254083171,1096.008545,0.07402250916,1096.008545,-0.01241690293,
1095.003906,0.1298248768,1095.003906,-0.01165384427,1095.003906,0.00435449928,1095.003906,0.06855326891,1095.003906,0.03670678288,1095.003906,0.08336655796,1095.003906,0.0144590186,1095.003906,0.01693087444,1095.003906,-0.007273997646,1095.003906,0.03870469332,1095.003906,0.07589669526,1095.003906,0.02727425471,1095.003906,0.04947555438,1095.003906,0.08424192667,1095.003906,0.04522773996,1095.003906,0.02856212296,1095.003906,-0.01809111796,1095.003906,0.2946370542,1095.003906,0.05695723742,1095.003906,0.0399755314,1095.003906,0.3705458641,1095.003906,0.1389384121,1095.003906,0.07319508493,1095.003906,0.04866248369,1095.003906,0.02836607583,1095.003906,0.2618520856,1095.003906,0.07511864603,1095.003906,0.1209187061,1095.003906,-0.0148039069,
1093.998535,0.1224488914,1093.998535,0.0414785333,1093.998535,-0.0305817537,1093.998535,0.06706926227,1093.998535,0.05088494346,1093.998535,0.06921542436,1093.998535,0.05266046524,1093.998535,-0.02631510049,1093.998535,0.02041307092,1093.998535,0.04111638665,1093.998535,0.062974222,1093.998535,0.04335074872,1093.998535,0.009377477691,1093.998535,0.06632977724,1093.998535,0.07398159802,1093.998535,0.03805063292,1093.998535,0.0169195421,1093.998535,0.3081587851,1093.998535,0.03851617873,1093.998535,0.02515383065,1093.998535,0.4805271327,1093.998535,0.1451364607,1093.998535,0.04683774337,1093.998535,0.05575660616,1093.998535,0.01108220033,1093.998535,0.2905548811,1093.998535,0.05984114856,1093.998535,0.1119341403,1093.998535,0.02437898144,
1092.992188,0.1156355515,1092.992188,0.02250763774,1092.992188,0.03242180124,1092.992188,0.03561708331,1092.992188,0.05072135478,1092.992188,0.04196150973,1092.992188,0.05647743493,1092.992188,0.05348038673,1092.992188,0.0461650528,1092.992188,0.009054102935,1092.992188,0.1079444438,1092.992188,0.03549402952,1092.992188,0.03221444041,1092.992188,0.06641950458,1092.992188,0.05568924174,1092.992188,0.0571106784,1092.992188,0.02334541641,1092.992188,0.3446286917,1092.992188,0.006064936984,1092.992188,0.06935440004,1092.992188,0.4366385043,1092.992188,0.1446106434,1092.992188,0.07779213041,1092.992188,0.08331377059,1092.992188,0.02453458495,1092.992188,0.3361440003,1092.992188,0.06425367296,1092.992188,0.1015739515,1092.992188,0.04670763388,
1091.985107,0.1330994368,1091.985107,-0.008881417103,1091.985107,0.01070143469,1091.985107,0.04299180955,1091.985107,0.01830196194,1091.985107,0.05499603972,1091.985107,0.01134854835,1091.985107,0.02444609627,1091.985107,-0.01184507459,1091.985107,0.008946197107,1091.985107,0.07642885298,1091.985107,0.01687812433,1091.985107,0.0218252372,1091.985107,0.03757113591,1091.985107,0.03636902943,1091.985107,0.02026292309,1091.985107,0.01991334744,1091.985107,0.268579632,1091.985107,0.02074081078,1091.985107,0.03677842394,1091.985107,0.4237638116,1091.985107,0.1442874074,1091.985107,0.04855377227,1091.985107,0.03994524851,1091.985107,0.02346409112,1091.985107,0.3225022554,1091.985107,0.08665187657,1091.985107,0.06665849686,1091.985107,0.001599146985,
